N	Rate for 1 dev (ebits/s)  Rate for 2 devs (ebits/s)  Maximum rate (ebits/s)
2496	19411.1860068605	33814.1773439022	39460.4716139223
2520	19290.5508597012	33934.2534447016	39824.2080743663
2544	19167.3468239215	34050.8531515046	40089.5478350867
2568	19041.6748563818	34163.9971956135	40402.0967136732
2592	18913.6349932843	34273.7064809540	40713.3204634162
2616	18783.3263048386	34380.0020817021	41023.2198815020
2640	18650.8468513714	34482.9052398863	41331.7957867553
2664	18516.2936409296	34582.4373629520	41639.0490191522
2688	18379.7625884133	34678.6200212985	41944.9804393447
2712	18241.3484762778	34771.4749457807	42249.5909282157
2736	18101.1449168351	34861.0240251782	42552.8813864408
2760	17959.2443161871	34947.2893036299	42854.8527340728
2784	17815.7378398127	35030.2929780354	43155.5059101431
2808	17670.7153798327	35110.0573954222	43454.8418722765
2832	17524.2655239713	35186.6050502770	43752.8615963195
2856	17376.4755262249	35259.9585818453	44049.5660759862
2880	17227.4312792531	35330.1407713926	44344.9563225160
2904	17077.2172884974	35397.1745394362	44639.0333643411
2928	16925.9166480302	35461.0829429372	44931.7982467726
2952	16773.6110181374	35521.8891724647	45223.2520316905
2976	16620.3806046293	35579.6165493196	45513.3957972529
3000	16466.3041398729	35634.2885226312	45802.2306376087
3024	16311.4588655406	35685.9286664162	46089.7576626238
3048	16155.9205170578	35734.5606766078	46375.9779976186
3072	15999.7633097371	35780.2083680523	46660.8927831102
3096	15843.0599265817	35822.8956714727	46944.5031745679
3120	15685.8815077346	35862.6466304039	47226.8103421736
3144	15528.2976415523	35899.4853980959	47507.8154705948
3168	15370.3763572790	35933.4362343875	47791.9867962745
3192	15212.1841192886	35964.5235025523	48140.8002199070
3216	15053.7858228706	35992.7716661146	48343.0306800598
3240	14895.2447915222	36018.2052856413	48637.7140438973
3264	14736.6227757175	36040.8490155044	48982.8860659618
3288	14577.9799531154	36060.7276006185	49166.5715300918
3312	14419.3749301692	36077.8658731556	49496.7593637415
3336	14260.8647451017	36092.2887492337	49815.3457911600
3360	14102.5048722030	36104.0212255842	50155.5173038101
3384	13944.3492274121	36113.0883761978	50300.2865774670
3408	13786.4501751389	36119.5153489484	50672.7306989258
3432	13628.8585362852	36123.3273621982	50974.7488853193
3456	13471.6235974194	36124.5497013844	51254.9194823347
3480	13314.7931210615	36123.2077155886	51451.4682698737
3504	13158.4133570342	36119.3268140892	51833.2496637865
3528	13002.5290548325	36112.9324628982	52115.9806955924
3552	12847.1834769702	36104.0501812854	52407.7258956473
3576	12692.4184132532	36092.7055382894	52584.5043599993
3600	12538.2741959376	36078.9241492150	52978.3529546594
3624	12384.7897157251	36062.7316721231	53152.3073593279
3648	12232.0024385505	36044.1538043083	53545.1357380450
3672	12079.9484231160	36023.2162787719	53717.5983189955
3696	11928.6623391281	35999.9448606842	54108.0792598473
3720	11778.1774861914	35974.3653438439	54279.0517645663
3744	11628.5258133162	35946.5035471327	54667.1886474715
3768	11479.7379389970	35916.3853109659	54836.6728676981
3792	11331.8431718163	35884.0364937420	55222.4691384284
3816	11184.8695315360	35849.4829682927	55438.3333712530
3840	11038.8437706319	35812.7506183303	55773.9260772575
3864	10893.7913962305	35773.8653349010	55940.4392755295
3888	10749.7366924116	35732.8530128390	56321.5649126170
3912	10606.7027428349	35689.7395472257	56488.3725812260
3936	10464.7114536538	35644.5508298555	56865.3911945381
3960	10323.7835766817	35597.3127457080	57130.3267106345
3984	10183.9387327707	35548.0511694272	57405.4105718195
4008	10045.1954353727	35496.7919618129	57567.4817241485
4032	9907.57111424678	35443.5609663211	57964.9081094103
4056	9771.08213928049	35388.3840055771	58160.9202267563
4080	9635.74384439424	35331.2868779016	58474.0516868345
4104	9501.57055149921	35272.2953538513	58791.8976273639
4128	9368.57559447816	35211.4351727756	59002.6851944511
4152	9236.77134316228	35148.7320393904	59179.1321291712
4176	9106.16922727744	35084.2116203688	59611.3094922039
4200	8976.77976033318	35017.8995409531	59806.5229980735
4224	8848.61256343135	34949.8213815843	60048.6082101919
4248	8721.67638896967	34880.0026745574	60423.1583151425
4272	8595.97914421928	34808.4689006962	60612.8665373443
4296	8471.52791475391	34735.2454860522	60801.9971161702
4320	8348.32898771225	34660.3577986294	61227.4590765876
4344	8226.38787487270	34583.8311451372	61415.0737357530
4368	8105.70933552487	34505.6907677645	61632.4684157728
4392	7986.29739911889	34425.9618409904	62024.2271128902
