x/a			\Delta (GHz)
-2.50000000000000	0.614314423077829
-2.49499499499500	0.609112245608826
-2.48998998998999	0.595627043754281
-2.48498498498499	0.586290013004511
-2.47997997997998	0.583320198698482
-2.47497497497498	0.579414838062251
-2.46996996996997	0.572286305867494
-2.46496496496497	0.563008028967671
-2.45995995995996	0.552310106404526
-2.45495495495496	0.545167288898654
-2.44994994994995	0.539948691609172
-2.44494494494495	0.537102889025760
-2.43993993993994	0.524552548222870
-2.43493493493494	0.517834777631960
-2.42992992992993	0.513213763985614
-2.42492492492493	0.502229630038730
-2.41991991991992	0.490664451277903
-2.41491491491492	0.479057312132023
-2.40990990990991	0.469344625374645
-2.40490490490491	0.460688526109708
-2.39989989989990	0.452367653901505
-2.39489489489490	0.436858125408574
-2.38988988988989	0.425251455897204
-2.38488488488489	0.412136983613402
-2.37987987987988	0.398087616877194
-2.37487487487488	0.383363617040553
-2.36986986986987	0.367900757980300
-2.36486486486487	0.348591489988808
-2.35985985985986	0.333705731448209
-2.35485485485486	0.313243658482671
-2.34984984984985	0.295750363648352
-2.34484484484485	0.277514498144255
-2.33983983983984	0.250167422214612
-2.33483483483484	0.240909939540259
-2.32982982982983	0.219864902237293
-2.32482482482483	0.190182044643005
-2.31981981981982	0.164289263401894
-2.31481481481482	0.148742776205109
-2.30980980980981	0.120952896148759
-2.30480480480481	0.0865438270735109
-2.29979979979980	0.0615528744178335
-2.29479479479480	0.0397421455554346
-2.28978978978979	0.0109308268953696
-2.28478478478479	-0.0164793519631513
-2.27977977977978	-0.0404147889425038
-2.27477477477478	-0.0630488393545445
-2.26976976976977	-0.0860719513957441
-2.26476476476477	-0.108640925662098
-2.25975975975976	-0.127482520710778
-2.25475475475476	-0.148872360116901
-2.24974974974975	-0.166688838672279
-2.24474474474475	-0.187869849493924
-2.23973973973974	-0.199108443845619
-2.23473473473474	-0.211263744642836
-2.22972972972973	-0.219032650523699
-2.22472472472473	-0.227238941202011
-2.21971971971972	-0.234952132545761
-2.21471471471472	-0.239094841711556
-2.20970970970971	-0.249062890226612
-2.20470470470471	-0.247843609835681
-2.19969969969970	-0.244754170962845
-2.19469469469470	-0.245946744872074
-2.18968968968969	-0.247339305083355
